industry_group_id,vehicle_system_id,vehicle_system_description,function_id,function_description,notes,date_created_or_last_modified
2,9,Forage,132,"Forage Machine Control","Control of outputs including adjustment of ancillary functions like position functions such as header up/down, cutterhead & feedroll control and/or any rotation speed functions.",2001-10-05
2,9,Forage,133,"Product Flow","Measuring function to monitor the product flow through the machine. This rate is used to determine forage yield.",2003-11-18
2,9,Forage,135,"Working Height Control","Control of the height of cutting header above the surface of the soil or below the top of the forage crop",2012-05-21
2,9,Forage,255,"Not Available","This assignment can be used until an explicit function has been assigned.",2000-02-07
2,10,Irrigation,255,"Not Available","This assignment can be used until an explicit function has been assigned.",2000-02-07
2,11,Transport/Trailer,132,"Transport Machine Control","Control of outputs including adjustment of any ancillary functions like position and/or rotation speed. For VT or TC control, this function combines several control functions that communicate from the same SA",2012-05-21
2,11,Transport/Trailer,136,"Unload Control","Control of trailer unloading process",2012-05-21
2,11,Transport/Trailer,255,"Not Available","This assignment can be used until an explicit function has been assigned.",2000-02-07
2,12,"Farm Yard Operations",255,"Not Available","This assignment can be used until an explicit function has been assigned.",2000-02-07
2,13,"Powered Auxiliary Devices",132,"Powered Devices Machine Control","Control of outputs including adjustment of any ancillary functions like position and/or rotation speed. For VT or TC control, this function combines several control functions that communicate from the same SA",2012-05-21
2,13,"Powered Auxiliary Devices",255,"Not Available","This assignment can be used until an explicit function has been assigned.",2000-02-07
2,14,"Special Crops",132,"Special Crop Machine Control","Control of outputs including adjustment of any ancillary functions like position and/or rotation speed. For VT or TC control, this function combines several control functions that communicate from the same SA",2012-05-21
2,14,"Special Crops",255,"Not Available","This assignment can be used until an explicit function has been assigned.",2000-02-07
2,15,"Earth Work",128,"Material Rate Control","Control of the rate the material is processed.",2012-05-21
2,15,"Earth Work",132,"Earthworks Machine Control","Control of outputs including adjustment of any ancillary functions like position and/or rotation speed. For VT or TC control, this function combines several control functions that communicate from the same SA",2012-05-21
2,15,"Earth Work",133,"Material Flow","Measuring function to monitor the material flow",2012-05-21
2,15,"Earth Work",134,"Material Level","Measuring function to monitor the material level",2012-05-21
2,15,"Earth Work",135,"Depth Control","Control of working depth",2012-05-21
2,15,"Earth Work",255,"Not Available","This assignment can be used until an explicit function has been assigned.",2000-02-07
2,16,Skidder,132,"Skidder Machine Control","Control of outputs including adjustment of any ancillary functions like position and/or rotation speed. For VT or TC control, this function combines several control functions that communicate from the same SA",2012-05-21
2,16,Skidder,255,"Not Available","This assignment can be used until an explicit function has been assigned.",2003-11-18
2,17,"Sensor Systems",128,"Guidance Feeler","Mechanical function for determining row position in the field",2012-05-21
2,17,"Sensor Systems",129,"Camera System","Provides images or processed data for control operations.",2012-05-21
2,17,"Sensor Systems",130,"Crop Scouting ","Measures vegetation parameters in a standing crop ",2012-05-21
2,17,"Sensor Systems",131,"Material Properties Sensing","Sensing system to detect material properties like density, particle size, color or constitutens (moisture, starch, protein,…)",2012-05-21
2,17,"Sensor Systems",132,"Inertial Measurement Unit (IMU)","A sensor unit providing inertial measurements",2012-05-21
2,17,"Sensor Systems",133,"Product flow","Measuring function to monitor product flow",2012-05-21
2,17,"Sensor Systems",134,"Product Level ","Measuring function to monitor the product level in the tank (bin)",2012-05-21
2,17,"Sensor Systems",135,"Product Mass","Measuring function to monitor the mass of the product",2012-05-21
2,17,"Sensor Systems",136,Vibration/Knock,"Measuring function to determine the vibration or knock behaviour of a system",2012-05-21
2,17,"Sensor Systems",137,"Weather Instruments","The ""Weather Instruments"" function code shall be used by ISO11783 compliant Weather Instruments to identify themselves on the network. ",2012-05-21
2,17,"Sensor Systems",138,"Soil Scouting","Soil Sensor to measure different soil physical parameters. One example of a soil sensor is a system that measures the apparent conductivity (in-Phase and Quadratur phase)",2019-05-09
2,19,"Timber Harvesters",132,"Timber Harvestors Machine Control","Control of outputs including adjustment of any ancillary functions like position and/or rotation speed. For VT or TC control, this function combines several control functions that communicate from the same SA",2012-05-21
2,20,Forwarders,132,"Forwarders Machine Control","Control of outputs including adjustment of any ancillary functions like position and/or rotation speed. For VT or TC control, this function combines several control functions that communicate from the same SA",2012-05-21
2,21,"Timber Loaders",132,"Timber Loaders Machine Control","Control of outputs including adjustment of any ancillary functions like position and/or rotation speed. For VT or TC control, this function combines several control functions that communicate from the same SA",2012-05-21
2,22,"Timber Processing Machines",132,"Timber Processing Machine Control","Control of outputs including adjustment of any ancillary functions like position and/or rotation speed. For VT or TC control, this function combines several control functions that communicate from the same SA",2012-05-21
2,23,Mulchers,132,"Mulcher Machine Control","Control of outputs including adjustment of any ancillary functions like position and/or rotation speed. For VT or TC control, this function combines several control functions that communicate from the same SA",2012-05-21
2,24,"Utility Vehicles",132,"Utility Machine Control","Control of outputs including adjustment of any ancillary functions like position and/or rotation speed. For VT or TC control, this function combines several control functions that communicate from the same SA",2012-05-21
2,25,"Slurry/Manure Applicators",128,"Slurry/Manure Rate Control","Control of the rate of product placed on the soil",2015-11-05
2,25,"Slurry/Manure Applicators",129,"Section On/Off Control","On/Off control of individual sections",2015-11-05
2,25,"Slurry/Manure Applicators",130,"Product Pressure","Monitoring of the pressure of the product in the delivery booms",2015-11-05
2,25,"Slurry/Manure Applicators",132,"Slurry/Manure Machine Control","Control of outputs including adjustment of any ancillary functions like position and/or rotation speed. For VT or TC control, this function combines several control functions that communicate from the same SA",2015-11-05
2,25,"Slurry/Manure Applicators",133,"Product Flow","Measuring function to monitor the current product flow.",2015-11-05
2,25,"Slurry/Manure Applicators",134,"Product Level","Measuring function to monitor the current product level in the bin",2015-11-05
2,25,"Slurry/Manure Applicators",135,"Boom Height Control","Control of the height of delivery boom above the surface of the soil",2015-11-05
2,26,Feeders/Mixers,128,"Feeder/Mixer Rate Control","Control of the rate of product distributed to cattle or livestock",2015-11-05
2,26,Feeders/Mixers,129,"Section On/Off Control","On/Off control of individual sections, e.g. Left / Center / Right unloading of fodder",2015-11-05
2,26,Feeders/Mixers,130,"Product Pressure","Monitoring of the pressure of the product in the delivery units",2015-11-05
2,26,Feeders/Mixers,132,"Feeder/Mixer Machine Control","Control of outputs including adjustment of any ancillary functions like position and/or rotation speed. For VT or TC control, this function combines several control functions that communicate from the same SA",2015-11-05
2,26,Feeders/Mixers,133,"Product Flow","Measuring function to monitor the current product flow.",2015-11-05
2,26,Feeders/Mixers,134,"Product Level","Measuring function to monitor the current product level in the bin",2015-11-05
2,26,Feeders/Mixers,135,"Boom Height Control","Control of the height of delivery boom above the surface of the soil",2015-11-05
2,27,"Weeders - Non-chemical weed control. The device class Weeders is used by devices that control and eliminate weeds through the use of operation techniques other than spraying. Examples of non-spraying operation techniques for weed control are the use of mechanical actuators or hoes or the transfer of energy from electrical and irradiation sources or a combination of those.",132,"Weeder Machine Control","Control of outputs including adjustment of any ancillary functions like position and/or rotation speed. For VT or TC control, this function combines several control functions that communicate from the same SA",2019-05-09
2,28,"Turf and Lawn Care Mowers",132,"Turf and Lawn Care Mowers Machine Control","The machine used for cutting grass",2022-11-10
2,29,"Product/Material Handling",132,"Product/Material Handling Machine Control","Control of outputs including adjustment of equipment operational controls. For VT or TC control, this function combines several control functions that communicate from the same SA.",2023-11-16
2,29,"Product/Material Handling",133,"Product/Material Handling Product Flow","Measuring function to monitor the current product flow.",2023-11-16
2,29,"Product/Material Handling",134,"Product/Material Handling Product Level","Meauring function to monitor the current product level in the bin.",2023-11-16
2,127,"Not Available",255,"Not Available","This assignment can be used until an explicit function has been assigned.",2000-02-07
3,0,"Non-specific system",128,"Supplemental Engine Control Sensing",,1998-02-01
3,0,"Non-specific system",129,"Laser Receiver",,1998-07-01
3,0,"Non-specific system",130,"Land Leveling System Operator Interface","A component that allows the user to control the Land Leveling System and display information about the operation of the system.",2004-02-18
3,0,"Non-specific system",131,"Land Leveling Electric Mast",,1998-07-01
3,0,"Non-specific system",132,"Single Land Leveling System Supervisor",,1998-07-01
3,0,"Non-specific system",133,"Land Leveling System Display",,1998-07-01
3,0,"Non-specific system",134,"Laser Tracer",,1998-07-01
3,0,"Non-specific system",135,"Loader Control",,1999-02-01
3,0,"Non-specific system",136,"Slope Sensor","Measures the slope along a axis.",1999-11-11
3,0,"Non-specific system",137,"Liftarm Control","Controller whose primary purpose is to control the lift arms and tilt functions on a construction loader, skid steer loader, or similar machine. Not a loader attachment.",2001-10-24
3,0,"Non-specific system",138,"Supplemental Sensor Processing Units","An ECU functioning as an I/O module connected to the bus with the designed purpose of data collection (input or output) and not necessarily containing any control algorithms or processing intelligence.",2002-05-15
3,0,"Non-specific system",139,"Hydraulic System Planner","Coordinates the functions of a number of valve controllers.",2003-02-20
3,0,"Non-specific system",140,"Hydraulic Valve Controller","The valve controller will typically control the flow of oil to a specific cylinder.",2003-02-20
3,0,"Non-specific system",141,"Joystick Control","Joystick Control",2003-02-20
3,0,"Non-specific system",142,"Rotation Sensor","A device that measures the rotational angle around an axis.",2004-02-18
3,0,"Non-specific system",143,"Sonic Sensor","A device that measures distance via ultrasonic pulse/echo range techniques.",2004-02-18
3,0,"Non-specific System",144,"Survey Total Station Target","A survey total station target shall be located on a construction machine and shall be connected to the CAN network.  It is targeted by the total station device.",2006-08-10
3,0,"Non-specific System",145,"Heading Sensor","A device that measures vehicle azimuth.",2009-11-19
3,0,"Non-specific System",146,"Alarm device","Device that provides an audible and/or visual alarm",2012-08-09
3,0,"Non-specific system",255,"Not Available","This assignment can be used until an explicit function has been assigned.",2000-02-07
3,1,"Skid Steer Loader",128,"Main Controller",,1999-05-01
3,1,"Skid Steer Loader",255,"Not Available","This assignment can be used until an explicit function has been assigned.",2000-02-07
3,2,"Articulated Dump Truck",255,"Not Available","This assignment can be used until an explicit function has been assigned.",2000-05-11
3,3,Backhoe,255,"Not Available","This assignment can be used until an explicit function has been assigned.",2000-05-11
3,4,Crawler,128,"Blade Controller","Controller for blade height.",2004-05-18
3,4,Crawler,255,"Not Available","This assignment can be used until an explicit function has been assigned.",2000-05-11
3,5,Excavator,128,"Slope Sensor","Measures the slope along a axis.",2007-11-15
3,5,Excavator,255,"Not Available","This assignment can be used until an explicit function has been assigned.",2000-05-11
3,6,Forklift,255,"Not Available","This assignment can be used until an explicit function has been assigned.",2000-05-11
3,7,"Four Wheel Drive Loader",255,"Not Available","This assignment can be used until an explicit function has been assigned.",2000-05-11
3,8,Grader,128,"HFWD Controller","Hydraulic front wheel drive controller",2000-05-11
3,8,Grader,255,"Not Available","This assignment can be used until an explicit function has been assigned.",2000-05-11
3,9,"Milling Machine",255,"Not Available","The milling machine is used for cutting (or chipping) surface of the pavement and moves the material away from the road._x000D_
This assignment can be used until an explicit function has been assigned.",2022-05-19
3,10,"Recycler and Soil Stabilizer",255,"Not Available","Cold recyclers are used to prepare the asphalt pavement on site._x000D_
This assignment can be used until an explicit function has been assigned.",2022-05-19
3,11,"Binding Agent Spreader",255,"Not Available","Spreading large quantities of binding agents while adhering to the specified accuracy is of paramount importance in both soil stabilization and cold recycling._x000D_
This assignment can be used until an explicit function has been assigned.",2022-05-19
3,12,Paver,255,"Not Available","A paver (road paver for asphalt or slipform paver for concrete) is a piece of construction equipment used to lay surface of pavement on roads, bridges, parking lots, etc._x000D_
This assignment can be used until an explicit function has been assigned.",2022-05-19
3,13,Feeder,255,"Not Available","A feeder is used to convey paver material from a hopper to the prepared road surface._x000D_
This assignment can be used until an explicit function has been assigned.",2022-05-19
3,14,"Screening Plant",255,"Not Available","Mobile screening plants are used for screening natural stone used for recycling._x000D_
This assignment can be used until an explicit function has been assigned.",2022-05-19
3,15,Stacker,255,"Not Available","Stackers are used to improve tipping onto conical or kidney-shaped stockpiles._x000D_
This assignment can be used until an explicit function has been assigned.",2022-05-19
3,16,Roller,255,"Not Available","A roller is used for asphalt and earthwork constuction to compact soil, gravel, or asphalt._x000D_
This assignment can be used until an explicit function has been assigned.",2022-05-19
3,17,Crusher,255,"Not Available","The crusher is used for crushing natural stone and for recycling._x000D_
This assignment can be used until an explicit function has been assigned.",2022-05-19
3,127,"Not Available",255,"Not Available","This assignment can be used until an explicit function has been assigned.",2000-02-07
4,0,"Non-specific System",128,"Alarm System Control for Marine Engines","The ECU that controls the Alarm functions on an engine of a Marine System.",2001-10-24
4,0,"Non-specific System",129,"Protection System for Marine Engines","The first ECU that controls the Protection functions on the first engine of a Marine System.",2001-10-24
4,0,"Non-specific System",130,"Display for Protection System for Marine Engines","The ECU that provides the display of information and/or indicators associated specifically with the protection system on an engine of a Marine System.",2001-10-24
4,0,"Non-specific System",255,"Not Available","This assignment can be used until an explicit function has been assigned.",2000-02-07
4,10,"System tools",255,"Not Available",,2003-09-30
4,20,"Safety systems",255,"Not Available",,2003-09-30
4,25,Gateway,130,,,2017-11-16
4,30,"Power management and lighting systems",130,"Switch ",,2003-09-30
4,30,"Power management and lighting systems",140,"Load ",,2003-09-30
4,40,"Steering systems",130,"Follow-up Controller",,2003-09-30
4,40,"Steering systems",140,"Mode Controller",,2003-09-30
4,40,"Steering systems",150,"Automatic Steering Controller",,2003-09-30
4,40,"Steering systems",160,"Heading Sensors",,2003-09-30
4,50,"Propulsion systems",130,"Engineroom monitoring",,2003-09-30
4,50,"Propulsion systems",140,"Engine Interface",,2003-09-30
4,50,"Propulsion systems",150,"Engine Controller",,2003-09-30
4,50,"Propulsion systems",160,"Engine Gateway",,2003-09-30
4,50,"Propulsion systems",170,"Control Head",,2003-09-30
4,50,"Propulsion systems",180,Actuator,,2003-09-30
4,50,"Propulsion systems",190,"Gauge Interface",,2003-09-30
4,50,"Propulsion systems",200,"Gauge Large",,2003-09-30
4,50,"Propulsion systems",210,"Gauge Small",,2003-09-30
4,50,"Propulsion systems",220,"Propulsion Sensors & Gateway",,2017-05-11
4,60,"Navigation systems",130,"Sounder, depth   ",,2003-09-30
4,60,"Navigation systems",140,,,2003-09-30
4,60,"Navigation systems",145,"Global Navigation Satellite System (GNSS)",,2003-09-30
4,60,"Navigation systems",150,"Loran C",,2003-09-30
4,60,"Navigation systems",155,"Speed Sensors",,2003-09-30
4,60,"Navigation systems",160,"Turn Rate Indicator",,2003-09-30
4,60,"Navigation systems",170,"Integrated Navigation   ",,2003-09-30
4,60,"Navigation systems",200,"Radar and/or Radar Plotting",,2003-09-30
4,60,"Navigation systems",205,"Electronic Chart Display & Information System (ECDIS)",,2003-09-30
4,60,"Navigation systems",210,"Electronic Chart System (ECS)",,2003-09-30
4,60,"Navigation systems",220,"Direction Finder",,2003-09-30
4,70,"Communications systems",130,"Emergency Position Indicating Beacon (EPIRB)",,2003-09-30
4,70,"Communications systems",140,"Automatic Identification System",,2003-09-30
4,70,"Communications systems",150,"Digital Selective Calling (DSC)",,2003-09-30
4,70,"Communications systems",160,"Data Receiver",,2003-09-30
4,70,"Communications systems",170,Satellite,,2003-09-30
4,70,"Communications systems",180,"Radio-Telephone (MF/HF)",,2003-09-30
4,70,"Communications systems",190,"Radio-Telephone (VHF)",,2003-09-30
4,80,"Instrumentation/general systems",130,"Time/Date systems",,2003-09-30
4,80,"Instrumentation/general systems",140,"Voyage Data Recorder",,2003-09-30
4,80,"Instrumentation/general systems",150,"Integrated Instrumentation",,2003-09-30
4,80,"Instrumentation/general systems",160,"General Purpose Displays",,2003-09-30
4,80,"Instrumentation/general systems",170,"General Sensor Box",,2003-09-30
4,80,"Instrumentation/general systems",180,"Weather Instruments",,2003-09-30
4,80,"Instrumentation/general systems",190,Transducer/general,,2003-09-30
4,80,"Instrumentation/general systems",200,"NMEA 0183 Converter",,2003-09-30
4,90,"Environmental (HVAC) systems",255,"Not Available",,2003-09-30
4,100,"Deck, cargo, and fishing equipment systems",255,"Not Available",,2003-09-30
4,127,"Not Available",255,"Not Available","This assignment can be used until an explicit function has been assigned.",2000-02-07
5,0,"Industrial-Process Control-Stationary (Gen-Sets)",128,"Supplemental Engine Control Sensing",,1998-02-01
5,0,"Industrial-Process Control-Stationary (Gen-Sets)",129,"Generator Set Controller","Generator set controller used to collect data and control.",1999-11-11
5,0,"Industrial-Process Control-Stationary (Gen-Sets)",130,"Generator Voltage Regulator",,2005-02-10
5,0,"Industrial-Process Control-Stationary (Gen-Sets)",131,"Choke Actuator","Device used to Control the flow of air on a Gas Engine.",2009-02-17
5,0,,132,"Well Stimulation Pump","Device which communicates operating parameters of a well stimulation pump used in oil and gas drilling applications.",2015-11-05
5,0,"Industrial-Process Control-Stationary (Gen-Sets)",255,"Not Available","This assignment can be used until an explicit function has been assigned.",2000-02-07
5,127,"Not Available",255,"Not Available","This assignment can be used until an explicit function has been assigned.",2000-02-07
